duration,src_bytes,dst_bytes,failed_logins,label
4.1365728826843435,508.2772903785426,1295.5196266039802,0.0,normal
1.2159737069057273,418.91060637997504,1568.405143916586,0.0,normal
0.7265473259898461,764.201191049262,2239.0189075961416,0.0,normal
28.574812807281642,3893.5130769738735,43.7615975131274,15.0,attack
2.1552951703908367,457.51686524743616,2472.816713783815,0.0,normal
0.40656772687531273,612.7350089355485,3074.353146968526,0.0,normal
36.87951485609304,11456.418328451282,56.99450090606542,24.0,attack
0.8358281040035042,461.4327369022152,2166.380239318505,0.0,normal
3.0961716950057383,438.1839551316373,2497.434346893969,0.0,normal
11.72892605671116,3633.9361304330123,51.29446642547444,9.0,attack
1.939797749485852,381.8018003931781,1734.034245853954,0.0,normal
2.3747687467222023,451.7016073927159,2579.235998236664,0.0,normal
2.036141447296366,636.213240368508,1673.4313050350297,0.0,normal
1.6465739844404153,503.437530902646,1699.6260346807162,0.0,normal
34.83496750227205,7833.24722457737,55.172102161589606,36.0,attack
0.16416283728283482,664.3378155804534,2826.456525615211,0.0,normal
30.919492327668387,10361.726086595909,47.926432313059955,30.0,attack
1.849893680572464,445.20041812588624,2055.20902347306,0.0,normal
4.1301547618083685,507.56949400050934,2359.7997488124456,0.0,normal
0.2300077989817166,476.29880299873724,1504.236479447684,0.0,normal
1.4799186063175958,609.4798502227325,2088.84902289512,0.0,normal
40.23496604713549,8441.462037663929,38.63306881079185,49.0,attack
20.86778464677037,-1037.737828356776,57.92137399145469,46.0,attack
1.6635923188919528,734.9075786700757,2278.7042784255927,0.0,normal
3.3709945065282056,491.9082662337312,1930.8323589918111,0.0,normal
2.58391014601299,510.95715800778584,1585.8531198258006,0.0,normal
0.956919042162201,446.12391626539045,2705.346160210447,0.0,normal
1.3293759238864025,357.3981882879548,1668.6542582559823,0.0,normal
2.5769929259103335,642.8760162036771,3058.0060284154974,0.0,normal
33.878558628657714,8701.565682794657,35.55358746931586,28.0,attack
4.393965222397327,476.4726090027561,3286.3761946222367,0.0,normal
28.76979783482159,13953.361593453641,53.92044503868506,29.0,attack
3.44796794193202,351.5943335075665,2402.4666953661626,0.0,normal
0.45435072876389915,585.6737421470458,1357.6361167912664,0.0,normal
4.85425983765768,442.8816025915813,1083.4147741506363,0.0,normal
2.3463139782440465,533.3369851260878,2013.0925745928992,0.0,normal
14.535933093796348,8381.586229794062,43.561279888916474,35.0,attack
4.847501490899888,571.587274469096,2477.8519855569334,0.0,normal
11.099407793174837,15668.442490492544,52.07838383364071,44.0,attack
3.155569871213523,494.2604634925964,1423.146838184818,0.0,normal
2.3039447792244805,393.57799931826514,1438.4024745623112,0.0,normal
12.049581645856989,10122.398349259554,54.56203319151743,47.0,attack
